species_id,park_name,category,order,family,scientific_name,common_names,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_float,first_common_name
ACAD-1002,Acadia National Park,Mammal,Carnivora,Canidae,Canis latrans,"Coyote, Eastern Coyote",Approved,Present,Not Native,Common,,Species of Concern,False,Coyote
ACAD-1020,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,"Big Brown Bat, Common Brown Bat",Approved,Present,Native,Uncommon,,Species of Concern,False,Big Brown Bat
ACAD-1021,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Unknown,,Species of Concern,False,Silver-Haired Bat
ACAD-1024,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Myotis keenii,"Keen's Myotis, Northern Long-Eared Bat, Northern Myotis, Say's Bat",Approved,Present,Native,Common,,Species of Concern,False,Keen's Myotis
ACAD-1025,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Myotis leibii,"Eastern Small-Footed Myotis, Small-Footed Myotis",Approved,Not Present (Historical Report),Native,,,Species of Concern,False,Eastern Small-Footed Myotis
ACAD-1026,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Approved,Present,Native,Common,,Species of Concern,False,Little Brown Bat
ACAD-1055,Acadia National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Uncommon,,Species of Concern,False,Cooper's Hawk
ACAD-1057,Acadia National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,"Northern Sharp-Shinned Hawk, Sharp-Shinned Hawk",Approved,Present,Native,Common,Breeder,Species of Concern,False,Northern Sharp-Shinned Hawk
ACAD-1058,Acadia National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,"American Golden Eagle, Golden Eagle",Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,American Golden Eagle
ACAD-1060,Acadia National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,"American Rough-Legged Hawk, Rough-Legged Hawk",Approved,Present,Native,Uncommon,Resident,Species of Concern,False,American Rough-Legged Hawk
ACAD-1061,Acadia National Park,Bird,Accipitriformes,Accipitridae,Buteo lineatus,"Northern Red-Shouldered Hawk, Red-Shouldered Hawk",Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Northern Red-Shouldered Hawk
ACAD-1064,Acadia National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,"American Marsh Hawk, Marsh Hawk, Northern Harrier",Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,American Marsh Hawk
ACAD-1065,Acadia National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,"Bald Eagle, Northern Bald Eagle",Approved,Present,Native,Common,Breeder,In Recovery,False,Bald Eagle
ACAD-1066,Acadia National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,"Eastern Turkey Vulture, Turkey Vulture",Approved,Present,Native,Common,,Species of Concern,False,Eastern Turkey Vulture
ACAD-1067,Acadia National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,"American Osprey, Fish Hawk, Osprey",Approved,Present,Native,Common,,Species of Concern,False,American Osprey
ACAD-1124,Acadia National Park,Bird,Charadriiformes,Laridae,Larus atricilla,Laughing Gull,Approved,Present,Native,Common,Resident,Species of Concern,False,Laughing Gull
ACAD-1141,Acadia National Park,Bird,Charadriiformes,Laridae,Sterna hirundo,"Common Tern, Northern Common Tern",Approved,Present,Native,Common,Resident,Species of Concern,False,Common Tern
ACAD-1148,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,"Bartramian Sandpiper, Upland Plover, Upland Sandpiper",Approved,Present,Native,Rare,Migratory,Species of Concern,False,Bartramian Sandpiper
ACAD-1167,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Numenius phaeopus,"Hudsonian Curlew, Hudsonian Whimbrel, Whimbrel",Approved,Present,Native,Rare,Migratory,Species of Concern,False,Hudsonian Curlew
ACAD-1184,Acadia National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-Billed Cuckoo,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Black-Billed Cuckoo
ACAD-1185,Acadia National Park,Bird,Falconiformes,Falconidae,Falco columbarius,"Eastern Pigeon Hawk, Merlin, Pigeon Hawk",Approved,Present,Native,Common,,Species of Concern,False,Eastern Pigeon Hawk
ACAD-1186,Acadia National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,"American Peregrine Falcon, Duck Hawk, Peregrine Falcon",Approved,Present,Not Native,Uncommon,Breeder,Species of Concern,False,American Peregrine Falcon
ACAD-1196,Acadia National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,"Common Loon, Greater Common Loon",Approved,Present,Native,Common,Breeder,Species of Concern,False,Common Loon
ACAD-1206,Acadia National Park,Bird,Gruiformes,Rallidae,Rallus longirostris,"Clapper Rail, Northern Clapper Rail",Approved,Not Present (Historical Report),Not Native,,Vagrant,Species of Concern,False,Clapper Rail
ACAD-1222,Acadia National Park,Bird,Passeriformes,Certhiidae,Certhia americana,"Brown Creeper, Eastern Brown Creeper",Approved,Present,Native,Common,Breeder,Species of Concern,False,Brown Creeper
ACAD-1235,Acadia National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,"Lincoln's Sparrow, Northern Lincoln's Sparrow",Approved,Present,Native,Rare,Breeder,Species of Concern,False,Lincoln's Sparrow
ACAD-1258,Acadia National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Red Crossbill
ACAD-1263,Acadia National Park,Bird,Passeriformes,Hirundinidae,Progne subis,"Northern Purple Martin, Purple Martin",Approved,Present,Native,Unknown,,Species of Concern,False,Northern Purple Martin
ACAD-1266,Acadia National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Tree Swallow
ACAD-1279,Acadia National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,"Loggerhead Shrike, Migrant Loggerhead Shrike, Migrant Shrike",Approved,Not Present (Historical Report),Not Native,,Vagrant,Species of Concern,False,Loggerhead Shrike
ACAD-1306,Acadia National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Not Present (Historical Report),Not Native,,Vagrant,Species of Concern,False,Yellow-Breasted Chat
ACAD-1318,Acadia National Park,Bird,Passeriformes,Parulidae,Vermivora chrysoptera,Golden-Winged Warbler,Approved,Present,Not Native,Unknown,Vagrant,Under Review,False,Golden-Winged Warbler
ACAD-1321,Acadia National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,"Eastern Nashville Warbler, Nashville Warbler",Approved,Present,Native,Common,Breeder,Species of Concern,False,Eastern Nashville Warbler
ACAD-1324,Acadia National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,"Wilson's Pileolated Warbler, Wilson's Warbler",Approved,Present,Native,Common,Breeder,Species of Concern,False,Wilson's Pileolated Warbler
ACAD-1348,Acadia National Park,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Olive-Sided Flycatcher
ACAD-1353,Acadia National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,"Alder Traill's Flycatcher, Traills Flycatcher, Willow Flycatcher",Approved,Present,Native,Rare,,Species of Concern,False,Alder Traill's Flycatcher
ACAD-1369,Acadia National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,"Great Blue Heron, Northern Great Blue Heron",Approved,Present,Native,Common,,Species of Concern,False,Great Blue Heron
ACAD-1370,Acadia National Park,Bird,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,Approved,Present,Native,Common,Breeder,Species of Concern,False,American Bittern
ACAD-1378,Acadia National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,"Black-Crowned Night Heron, Black-Crowned Night-Heron",Approved,Present,Native,Occasional,,Species of Concern,False,Black-Crowned Night Heron
ACAD-1384,Acadia National Park,Bird,Piciformes,Picidae,Dryocopus pileatus,"Northern Pileated Woodpecker, Pileated Woodpecker",Approved,Present,Native,Common,,Species of Concern,False,Northern Pileated Woodpecker
ACAD-1387,Acadia National Park,Bird,Piciformes,Picidae,Picoides arcticus,"Arctic Three-Toed Woodpecker, Black-Backed Three-Toed Woodpecker, Black-Backed Woodpecker",Approved,Present,Native,Occasional,Breeder,Under Review,False,Arctic Three-Toed Woodpecker
ACAD-1388,Acadia National Park,Bird,Piciformes,Picidae,Picoides pubescens,"Downy Woodpecker, Northern Downy Woodpecker",Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Downy Woodpecker
ACAD-1389,Acadia National Park,Bird,Piciformes,Picidae,Picoides tridactylus,"American Three-Toed Woodpecker, Northern Three-Toed Woodpecker, Three-Toed Woodpecker",Approved,Present,Not Native,Unknown,Vagrant,Species of Concern,False,American Three-Toed Woodpecker
ACAD-1391,Acadia National Park,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Present,Native,Common,,Species of Concern,False,Yellow-Bellied Sapsucker
ACAD-1406,Acadia National Park,Bird,Strigiformes,Strigidae,Asio flammeus,"Northern Short-Eared Owl, Short-Eared Owl",Approved,Not Present (Historical Report),Not Native,,Vagrant,Species of Concern,False,Northern Short-Eared Owl
ACAD-1407,Acadia National Park,Bird,Strigiformes,Strigidae,Asio otus,"American Long-Eared Owl, Long-Eared Owl",Approved,Present,Native,Rare,Resident,Species of Concern,False,American Long-Eared Owl
ACAD-1416,Acadia National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,"Double-Crested Cormorant, Northern Double-Crested Cormorant",Approved,Present,Native,Abundant,Resident,Species of Concern,False,Double-Crested Cormorant
ACAD-1419,Acadia National Park,Reptile,Squamata,Colubridae,Diadophis punctatus,"Northern Ringneck Snake, Ringneck Snake, Ring-Necked Snake",Approved,Present,Native,Common,Breeder,Species of Concern,False,Northern Ringneck Snake
ACAD-1466,Acadia National Park,Fish,Osmeriformes,Osmeridae,Osmerus mordax,"Common Smelt, Rainbow Smelt, Smelt",Approved,Present,Native,Common,Breeder,Species of Concern,False,Common Smelt
ACAD-1477,Acadia National Park,Fish,Salmoniformes,Salmonidae,Salmo salar,"Atlantic Salmon, Landlocked Salmon",Approved,Present,Not Native,Uncommon,Breeder,Endangered,False,Atlantic Salmon
ACAD-1505,Acadia National Park,Vascular Plant,Alismatales,Hydrocharitaceae,Najas flexilis,Common Naiad,Approved,Present,Native,Uncommon,,Species of Concern,False,Common Naiad
ACAD-1512,Acadia National Park,Vascular Plant,Alismatales,Potamogetonaceae,Potamogeton confervoides,Alga Pondweed,Approved,Present,Native,Rare,,Species of Concern,False,Alga Pondweed
ACAD-1542,Acadia National Park,Vascular Plant,Apiales,Apiaceae,Sium suave,Water Parsnip,Approved,Present,Native,Common,,Species of Concern,False,Water Parsnip
ACAD-1936,Acadia National Park,Vascular Plant,Ericales,Ericaceae,Monotropa uniflora,Indian Pipe,Approved,Present,Native,Occasional,,Species of Concern,False,Indian Pipe
ACAD-2575,Acadia National Park,Vascular Plant,Rosales,Rosaceae,Amelanchier nantucketensis,Shadbush,Approved,Present,Native,Rare,,Species of Concern,False,Shadbush
ARCH-1001,Arches National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,Bighorn Sheep,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Bighorn Sheep
ARCH-1004,Arches National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Uncommon,,Species of Concern,False,Coyote
ARCH-1015,Arches National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,American Badger,Approved,Present,Native,Rare,Breeder,Species of Concern,False,American Badger
ARCH-1016,Arches National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Ringtail
ARCH-1019,Arches National Park,Mammal,Chiroptera,Molossidae,Nyctinomops macrotis,Big Free-Tailed Bat,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Big Free-Tailed Bat
ARCH-1021,Arches National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,,,Species of Concern,False,Pallid Bat
ARCH-1028,Arches National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Common,Breeder,Species of Concern,False,California Myotis
ARCH-1034,Arches National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,Yuma Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Yuma Myotis
ARCH-1035,Arches National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Common,Breeder,Species of Concern,False,Western Pipistrelle
ARCH-1059,Arches National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Cooper's Hawk
ARCH-1061,Arches National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Sharp-Shinned Hawk
ARCH-1062,Arches National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Golden Eagle
ARCH-1067,Arches National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Common,Resident,Species of Concern,False,Northern Harrier
ARCH-1068,Arches National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Uncommon,Resident,In Recovery,False,Bald Eagle
ARCH-1069,Arches National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Common,Resident,Species of Concern,False,Turkey Vulture
ARCH-1070,Arches National Park,Bird,Accipitriformes,Cathartidae,Gymnogyps californianus,California Condor,Approved,Present,Native,Occasional,Vagrant,Endangered,False,California Condor
ARCH-1071,Arches National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Osprey
ARCH-1091,Arches National Park,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Rufous Hummingbird
ARCH-1106,Arches National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Present,Native,Occasional,Migratory,Threatened,False,Yellow-Billed Cuckoo
ARCH-1107,Arches National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Merlin
ARCH-1108,Arches National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Prairie Falcon
ARCH-1109,Arches National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Peregrine Falcon
ARCH-1125,Arches National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Brown Creeper
ARCH-1131,Arches National Park,Bird,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Approved,Present,Native,Common,Resident,Species of Concern,False,Pinyon Jay
ARCH-1134,Arches National Park,Bird,Passeriformes,Emberizidae,Amphispiza belli,Sage Sparrow,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Sage Sparrow
ARCH-1143,Arches National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Lincoln's Sparrow
ARCH-1146,Arches National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,Approved,Present,Native,Common,Migratory,Species of Concern,False,Green-Tailed Towhee
ARCH-1150,Arches National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Common,Migratory,Species of Concern,False,Brewer's Sparrow
ARCH-1168,Arches National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Bank Swallow
ARCH-1170,Arches National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Tree Swallow
ARCH-1180,Arches National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Common,Breeder,Species of Concern,False,Loggerhead Shrike
ARCH-1183,Arches National Park,Bird,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Sage Thrasher
ARCH-1195,Arches National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Common,Resident,Species of Concern,False,Yellow-Breasted Chat
ARCH-1196,Arches National Park,Bird,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Macgillivray's Warbler
ARCH-1200,Arches National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Nashville Warbler
ARCH-1202,Arches National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Wilson's Warbler
ARCH-1218,Arches National Park,Bird,Passeriformes,Turdidae,Sialia mexicana,Western Bluebird,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Western Bluebird
ARCH-1220,Arches National Park,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Olive-Sided Flycatcher
ARCH-1225,Arches National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Rare,Resident,Species of Concern,False,Willow Flycatcher
ARCH-1235,Arches National Park,Bird,Passeriformes,Vireonidae,Vireo vicinior,Gray Vireo,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Gray Vireo
ARCH-1237,Arches National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Great Blue Heron
ARCH-1242,Arches National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Black-Crowned Night-Heron
ARCH-1247,Arches National Park,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Downy Woodpecker
ARCH-1250,Arches National Park,Bird,Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Williamson's Sapsucker
ARCH-1251,Arches National Park,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Yellow-Bellied Sapsucker
ARCH-1253,Arches National Park,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Western Grebe
ARCH-1256,Arches National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Short-Eared Owl
ARCH-1257,Arches National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Long-Eared Owl
ARCH-1274,Arches National Park,Reptile,Squamata,Iguanidae,Gambelia wislizenii,Long-Nosed Leopard Lizard,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Long-Nosed Leopard Lizard
ARCH-1293,Arches National Park,Fish,Cypriniformes,Catostomidae,Catostomus latipinnis,Flannelmouth Sucker,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Flannelmouth Sucker
ARCH-1693,Arches National Park,Vascular Plant,Ericales,Primulaceae,Primula specuicola,Cave Primrose,Approved,Present,Native,Uncommon,,Species of Concern,False,Cave Primrose
ARCH-1919,Arches National Park,Vascular Plant,Poales,Poaceae,Eragrostis pectinacea,Tufted Lovegrass,Approved,Present,Native,Uncommon,,Species of Concern,False,Tufted Lovegrass
BADL-1002,Badlands National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,Bighorn Sheep,Approved,Present,Native,Common,Breeder,Species of Concern,False,Bighorn Sheep
BADL-1006,Badlands National Park,Mammal,Carnivora,Canidae,Canis latrans,"Coyote, Coyote Scat",Approved,Present,Native,Common,Breeder,Species of Concern,False,Coyote
BADL-1017,Badlands National Park,Mammal,Carnivora,Mustelidae,Mustela nigripes,"Ferret, Black-Footed",Approved,Present,Native,Uncommon,Breeder,Endangered,False,Ferret
BADL-1019,Badlands National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,Badger,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Badger
BADL-1022,Badlands National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Approved,Present,Native,Common,Breeder,Species of Concern,False,Big Brown Bat
BADL-1023,Badlands National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,"Bat, Silver-Haired",Approved,Present,Native,Unknown,,Species of Concern,False,Bat
BADL-1027,Badlands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,"Bat, Little Brown, Little Brown Myotis",Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Bat
BADL-1028,Badlands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis septentrionalis,Northern Long-Eared Bat,Approved,Present,Native,Uncommon,Breeder,Threatened,False,Northern Long-Eared Bat
BADL-1030,Badlands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,"Long-Legged Myotis, Long-Legged Myotis",Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Long-Legged Myotis
BADL-1064,Badlands National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Cooper's Hawk
BADL-1066,Badlands National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Sharp-Shinned Hawk
BADL-1067,Badlands National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Common,Breeder,Species of Concern,False,Golden Eagle
BADL-1069,Badlands National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Common,Resident,Species of Concern,False,Rough-Legged Hawk
BADL-1073,Badlands National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Northern Harrier
BADL-1074,Badlands National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Common,Resident,In Recovery,False,Bald Eagle
BADL-1075,Badlands National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Common,Breeder,Species of Concern,False,Turkey Vulture
BADL-1087,Badlands National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Common,Migratory,Species of Concern,False,Lesser Scaup
BADL-1095,Badlands National Park,Bird,Anseriformes,Anatidae,Cygnus buccinator,Trumpeter Swan,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Trumpeter Swan
BADL-1109,Badlands National Park,Bird,Charadriiformes,Laridae,Chlidonias niger,Black Tern,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Black Tern
BADL-1116,Badlands National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Upland Sandpiper
BADL-1139,Badlands National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-Billed Cuckoo,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Black-Billed Cuckoo
BADL-1140,Badlands National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Merlin
BADL-1141,Badlands National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Common,Breeder,Species of Concern,False,Prairie Falcon
BADL-1142,Badlands National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Peregrine Falcon
BADL-1170,Badlands National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Brown Creeper
BADL-1175,Badlands National Park,Bird,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Approved,Present,Native,Occasional,Resident,Species of Concern,False,Pinyon Jay
BADL-1177,Badlands National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,Approved,Present,Native,Common,Breeder,Species of Concern,False,Grasshopper Sparrow
BADL-1181,Badlands National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Lincoln's Sparrow
BADL-1189,Badlands National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Uncommon,,Species of Concern,False,Brewer's Sparrow
BADL-1203,Badlands National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Occasional,Resident,Species of Concern,False,Red Crossbill
BADL-1206,Badlands National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Uncommon,,Species of Concern,False,Bank Swallow
BADL-1208,Badlands National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Tree Swallow
BADL-1222,Badlands National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Loggerhead Shrike
BADL-1228,Badlands National Park,Bird,Passeriformes,Motacillidae,Anthus spragueii,Sprague's Pipit,Approved,Present,Native,Uncommon,Resident,Under Review,False,Sprague's Pipit
BADL-1237,Badlands National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Common,Breeder,Species of Concern,False,Yellow-Breasted Chat
BADL-1239,Badlands National Park,Bird,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Macgillivray's Warbler
BADL-1245,Badlands National Park,Bird,Passeriformes,Parulidae,Vermivora chrysoptera,Golden-Winged Warbler,Approved,Present,Native,Rare,Migratory,Under Review,False,Golden-Winged Warbler
BADL-1247,Badlands National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Common,Migratory,Species of Concern,False,Wilson's Warbler
