species_id,park_name,category,order,family,scientific_name,common_names,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_float,first_common_name
WRST-2749,Wrangell - St Elias National Park and Preserve,Insect,Lepidoptera,Hesperiidae,Pyrgus centaureae,"Grizzled Skipper, Grizzled Skipper",Approved,Present,Native,Unknown,,Species of Concern,False,Grizzled Skipper
YELL-1003,Yellowstone National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,"Bighorn Sheep, Bighorn Sheep",Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Bighorn Sheep
YELL-1009,Yellowstone National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Coyote
YELL-1010,Yellowstone National Park,Mammal,Carnivora,Canidae,Canis lupus,"Gray Wolf, Wolf",Approved,Present,Native,Common,Breeder,In Recovery,False,Gray Wolf
YELL-1024,Yellowstone National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,"American Badger, Badger",Approved,Present,Native,Common,Breeder,Species of Concern,False,American Badger
YELL-1027,Yellowstone National Park,Mammal,Carnivora,Ursidae,Ursus arctos horribilis,Grizzly Bear,Approved,Present,Native,Common,Breeder,Threatened,False,Grizzly Bear
YELL-1030,Yellowstone National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Big Brown Bat
YELL-1032,Yellowstone National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Approved,Present,Native,Common,Breeder,Species of Concern,False,Silver-Haired Bat
YELL-1034,Yellowstone National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,"California Myotis, California Myotis, Californian Myotis",Approved,Present,Unknown,Unknown,,Species of Concern,False,California Myotis
YELL-1037,Yellowstone National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Little Brown Bat
YELL-1038,Yellowstone National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,"Fringed Myotis, Fringed Myotis",Approved,Present,Native,Rare,,Species of Concern,False,Fringed Myotis
YELL-1039,Yellowstone National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,"Long-Legged Myotis, Long-Legged Myotis",Approved,Present,Native,Uncommon,,Species of Concern,False,Long-Legged Myotis
YELL-1077,Yellowstone National Park,Mammal,Soricomorpha,Soricidae,Sorex preblei,"Malheur Shrew, Preble's Shrew",Approved,Present,Native,Rare,Breeder,Species of Concern,False,Malheur Shrew
YELL-1080,Yellowstone National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Cooper's Hawk
YELL-1082,Yellowstone National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Sharp-Shinned Hawk
YELL-1083,Yellowstone National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Golden Eagle
YELL-1085,Yellowstone National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Common,Migratory,Species of Concern,False,Rough-Legged Hawk
YELL-1086,Yellowstone National Park,Bird,Accipitriformes,Accipitridae,Buteo lineatus,Red-Shouldered Hawk,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Red-Shouldered Hawk
YELL-1090,Yellowstone National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Northern Harrier
YELL-1091,Yellowstone National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Common,Breeder,In Recovery,False,Bald Eagle
YELL-1092,Yellowstone National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Uncommon,Summer,Species of Concern,False,Turkey Vulture
YELL-1093,Yellowstone National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,"Osprey, Western Osprey",Approved,Present,Native,Common,Breeder,Species of Concern,False,Osprey
YELL-1106,Yellowstone National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Common,Breeder,Species of Concern,False,Lesser Scaup
YELL-1120,Yellowstone National Park,Bird,Anseriformes,Anatidae,Cygnus buccinator,Trumpeter Swan,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Trumpeter Swan
YELL-1133,Yellowstone National Park,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Rufous Hummingbird
YELL-1134,Yellowstone National Park,Bird,Apodiformes,Trochilidae,Stellula calliope,Calliope Hummingbird,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Calliope Hummingbird
YELL-1140,Yellowstone National Park,Bird,Charadriiformes,Laridae,Chlidonias niger,Black Tern,Approved,Present,Native,Unknown,,Species of Concern,False,Black Tern
YELL-1143,Yellowstone National Park,Bird,Charadriiformes,Laridae,Larus atricilla,Laughing Gull,Approved,Not Present,Unknown,,Vagrant,Species of Concern,False,Laughing Gull
YELL-1152,Yellowstone National Park,Bird,Charadriiformes,Laridae,Sterna hirundo,Common Tern,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Common Tern
YELL-1159,Yellowstone National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,Approved,Present,Native,Rare,Summer,Species of Concern,False,Upland Sandpiper
YELL-1173,Yellowstone National Park,Bird,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Marbled Godwit
YELL-1186,Yellowstone National Park,Bird,Columbiformes,Columbidae,Patagioenas fasciata,Band-Tailed Pigeon,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Band-Tailed Pigeon
YELL-1190,Yellowstone National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-Billed Cuckoo,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Black-Billed Cuckoo
YELL-1192,Yellowstone National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Merlin
YELL-1193,Yellowstone National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Prairie Falcon
YELL-1194,Yellowstone National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Peregrine Falcon
YELL-1195,Yellowstone National Park,Bird,Falconiformes,Falconidae,Falco peregrinus anatum,American Peregrine Falcon,Approved,Present,Native,Uncommon,,In Recovery,False,American Peregrine Falcon
YELL-1205,Yellowstone National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,"Common Loon, Great Northern Diver, Great Northern Loon",Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Common Loon
YELL-1208,Yellowstone National Park,Bird,Gruiformes,Gruidae,Grus americana,Whooping Crane,Approved,Present,Not Native,Occasional,Vagrant,Endangered,False,Whooping Crane
YELL-1210,Yellowstone National Park,Bird,Gruiformes,Rallidae,Coturnicops noveboracensis,Yellow Rail,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Yellow Rail
YELL-1218,Yellowstone National Park,Bird,Passeriformes,Calcariidae,Calcarius mccownii,Mccown's Longspur,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Mccown's Longspur
YELL-1226,Yellowstone National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Brown Creeper
YELL-1232,Yellowstone National Park,Bird,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Approved,Present,Native,Rare,Resident,Species of Concern,False,Pinyon Jay
YELL-1237,Yellowstone National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,Approved,Present,Native,Occasional,Summer,Species of Concern,False,Grasshopper Sparrow
YELL-1244,Yellowstone National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Common,Breeder,Species of Concern,False,Lincoln's Sparrow
YELL-1248,Yellowstone National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Green-Tailed Towhee
YELL-1253,Yellowstone National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Common,Breeder,Species of Concern,False,Brewer's Sparrow
YELL-1267,Yellowstone National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Red Crossbill
YELL-1275,Yellowstone National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,"Bank Swallow, Sand Martin",Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Bank Swallow
YELL-1277,Yellowstone National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Common,Breeder,Species of Concern,False,Tree Swallow
YELL-1290,Yellowstone National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Rare,Resident,Species of Concern,False,Loggerhead Shrike
YELL-1293,Yellowstone National Park,Bird,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Sage Thrasher
YELL-1302,Yellowstone National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Unknown,Vagrant,Species of Concern,False,Yellow-Breasted Chat
YELL-1345,Yellowstone National Park,Bird,Passeriformes,Turdidae,Sialia mexicana,Western Bluebird,Approved,Present,Native,Rare,Summer,Species of Concern,False,Western Bluebird
YELL-1347,Yellowstone National Park,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Common,Breeder,Species of Concern,False,Olive-Sided Flycatcher
YELL-1353,Yellowstone National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Willow Flycatcher
YELL-1366,Yellowstone National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Common,Breeder,Species of Concern,False,Great Blue Heron
YELL-1367,Yellowstone National Park,Bird,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,Approved,Present,Native,Unknown,Breeder,Species of Concern,False,American Bittern
YELL-1372,Yellowstone National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Black-Crowned Night-Heron
YELL-1373,Yellowstone National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Common,Breeder,Species of Concern,False,American White Pelican
YELL-1374,Yellowstone National Park,Bird,Pelecaniformes,Threskiornithidae,Plegadis chihi,White-Faced Ibis,Approved,Present,Native,Rare,Migratory,Species of Concern,False,White-Faced Ibis
YELL-1377,Yellowstone National Park,Bird,Piciformes,Picidae,Dryocopus pileatus,Pileated Woodpecker,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Pileated Woodpecker
YELL-1382,Yellowstone National Park,Bird,Piciformes,Picidae,Picoides arcticus,Black-Backed Woodpecker,Approved,Present,Native,Rare,Breeder,Under Review,False,Black-Backed Woodpecker
YELL-1384,Yellowstone National Park,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Downy Woodpecker
YELL-1387,Yellowstone National Park,Bird,Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Williamson's Sapsucker
YELL-1390,Yellowstone National Park,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Approved,Present,Native,Rare,Summer,Species of Concern,False,Western Grebe
YELL-1398,Yellowstone National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Short-Eared Owl
YELL-1399,Yellowstone National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Long-Eared Owl
YELL-1407,Yellowstone National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Double-Crested Cormorant
YELL-1414,Yellowstone National Park,Reptile,Squamata,Iguanidae,Sceloporus graciosus graciosus,Northern Sagebrush Lizard,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Northern Sagebrush Lizard
YELL-1421,Yellowstone National Park,Amphibian,Anura,Ranidae,Rana luteiventris,Columbia Spotted Frog,Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Columbia Spotted Frog
YELL-1438,Yellowstone National Park,Fish,Salmoniformes,Salmonidae,Oncorhynchus mykiss,Rainbow Trout,Approved,Present,Not Native,Abundant,Breeder,Threatened,False,Rainbow Trout
YELL-1444,Yellowstone National Park,Fish,Scorpaeniformes,Cottidae,Cottus bairdii,Mottled Sculpin,Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Mottled Sculpin
YELL-1517,Yellowstone National Park,Vascular Plant,Apiales,Apiaceae,Sium suave,"Common Waterparsnip, Hemlock Waterparsnip, Hemlock Water-Parsnip",Approved,Present,Native,Uncommon,,Species of Concern,False,Common Waterparsnip
YELL-1531,Yellowstone National Park,Vascular Plant,Asparagales,Iridaceae,Iris missouriensis,"Rocky Mountain Iris, Western Blue Flag, Wild Iris, Wildiris",Approved,Present,Native,Uncommon,,Species of Concern,False,Rocky Mountain Iris
YELL-1988,Yellowstone National Park,Vascular Plant,Caryophyllales,Nyctaginaceae,Abronia ammophila,"Wyoming Sand Verbena, Yellowstone Sand Verbena",Approved,Present,Native,Rare,,Species of Concern,False,Wyoming Sand Verbena
YELL-2230,Yellowstone National Park,Vascular Plant,Lamiales,Orobanchaceae,Castilleja sulphurea,Sulphur Indian Paintbrush,Approved,Present,Native,Uncommon,,Species of Concern,False,Sulphur Indian Paintbrush
YELL-2249,Yellowstone National Park,Vascular Plant,Lamiales,Phrymaceae,Mimulus patulus,Stalk-Leaved Monkey-Flower,Approved,Present,Native,Rare,,Species of Concern,False,Stalk-Leaved Monkey-Flower
YELL-2396,Yellowstone National Park,Vascular Plant,Pinales,Pinaceae,Pinus albicaulis,"Scrub Pine, White Pine, Whitebark Pine",Approved,Present,Native,Abundant,,Under Review,False,Scrub Pine
YELL-2519,Yellowstone National Park,Vascular Plant,Poales,Poaceae,Achnatherum contractum,Contracted Ricegrass,Approved,Present,Native,Rare,,Species of Concern,False,Contracted Ricegrass
YELL-2971,Yellowstone National Park,Slug/Snail,Basommatophora,Planorbidae,Helisoma newberryi,Great Basin Rams-Horn,In Review,Present,Unknown,Unknown,,Species of Concern,False,Great Basin Rams-Horn
YELL-4158,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Pyrgus centaureae,Grizzled Skipper,Approved,Present,Unknown,Unknown,,Species of Concern,False,Grizzled Skipper
YOSE-1000,Yosemite National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis sierrae,Sierra Nevada Bighorn Sheep,Approved,Present,Native,Rare,Breeder,Endangered,False,Sierra Nevada Bighorn Sheep
YOSE-1004,Yosemite National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Coyote
YOSE-1019,Yosemite National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,Badger,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Badger
YOSE-1020,Yosemite National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Common,Breeder,Species of Concern,False,Ringtail
YOSE-1026,Yosemite National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,"Pallid Bat, Pallid Bat",Approved,Present,Native,Common,Breeder,Species of Concern,False,Pallid Bat
YOSE-1028,Yosemite National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Common,Breeder,Species of Concern,False,Big Brown Bat
YOSE-1029,Yosemite National Park,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,"Spotted Bat, Spotted Bat",Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Spotted Bat
YOSE-1030,Yosemite National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Silver-Haired Bat
YOSE-1031,Yosemite National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus blossevillii,Western Red Bat,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Western Red Bat
YOSE-1033,Yosemite National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Common,Breeder,Species of Concern,False,California Myotis
YOSE-1035,Yosemite National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,"Long-Eared Myotis, Long-Eared Myotis",Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Long-Eared Myotis
YOSE-1036,Yosemite National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,Little Brown Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Little Brown Myotis
YOSE-1037,Yosemite National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,"Fringed Myotis, Fringed Myotis",Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Fringed Myotis
YOSE-1038,Yosemite National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,"Long-Legged Myotis, Long-Legged Myotis",Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Long-Legged Myotis
YOSE-1039,Yosemite National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,"Yuma Myotis, Yuma Myotis",Approved,Present,Native,Common,Breeder,Species of Concern,False,Yuma Myotis
YOSE-1042,Yosemite National Park,Mammal,Lagomorpha,Leporidae,Lepus americanus tahoensis,Sierra Nevada Snowshoe Hare,Approved,Present,Native,Uncommon,,Species of Concern,False,Sierra Nevada Snowshoe Hare
YOSE-1044,Yosemite National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus bachmani,Brush Rabbit,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Brush Rabbit
YOSE-1046,Yosemite National Park,Mammal,Rodentia,Aplodontiidae,Aplodontia rufa californica,Sierra Nevada Mountain Beaver,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Sierra Nevada Mountain Beaver
YOSE-1088,Yosemite National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Cooper's Hawk
YOSE-1090,Yosemite National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Sharp-Shinned Hawk
YOSE-1091,Yosemite National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Golden Eagle
YOSE-1093,Yosemite National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Rough-Legged Hawk
YOSE-1094,Yosemite National Park,Bird,Accipitriformes,Accipitridae,Buteo lineatus,Red-Shouldered Hawk,Approved,Present,Native,Uncommon,Vagrant,Species of Concern,False,Red-Shouldered Hawk
YOSE-1097,Yosemite National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Northern Harrier
YOSE-1098,Yosemite National Park,Bird,Accipitriformes,Accipitridae,Elanus leucurus,White-Tailed Kite,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,White-Tailed Kite
YOSE-1099,Yosemite National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Rare,Migratory,In Recovery,False,Bald Eagle
YOSE-1100,Yosemite National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Turkey Vulture
YOSE-1101,Yosemite National Park,Bird,Accipitriformes,Cathartidae,Gymnogyps californianus,California Condor,Approved,Not Present (Historical Report),Native,,,Endangered,False,California Condor
YOSE-1102,Yosemite National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Osprey
YOSE-1112,Yosemite National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Lesser Scaup
YOSE-1127,Yosemite National Park,Bird,Apodiformes,Apodidae,Chaetura vauxi,Vaux's Swift,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Vaux's Swift
YOSE-1128,Yosemite National Park,Bird,Apodiformes,Apodidae,Cypseloides niger,Black Swift,Approved,Present,Native,Common,Breeder,Species of Concern,False,Black Swift
YOSE-1132,Yosemite National Park,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Rufous Hummingbird
YOSE-1152,Yosemite National Park,Bird,Columbiformes,Columbidae,Patagioenas fasciata,Band-Tailed Pigeon,Approved,Present,Native,Common,Breeder,Species of Concern,False,Band-Tailed Pigeon
YOSE-1157,Yosemite National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Merlin
YOSE-1158,Yosemite National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Rare,Vagrant,Species of Concern,False,Prairie Falcon
YOSE-1159,Yosemite National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Peregrine Falcon
YOSE-1167,Yosemite National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,Common Loon,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Common Loon
YOSE-1170,Yosemite National Park,Bird,Gruiformes,Rallidae,Coturnicops noveboracensis,Yellow Rail,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Yellow Rail
YOSE-1187,Yosemite National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Common,Breeder,Species of Concern,False,Brown Creeper
YOSE-1193,Yosemite National Park,Bird,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Pinyon Jay
YOSE-1196,Yosemite National Park,Bird,Passeriformes,Corvidae,Pica nuttalli,Yellow-Billed Magpie,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Yellow-Billed Magpie
YOSE-1198,Yosemite National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,Approved,Present,Native,Rare,,Species of Concern,False,Grasshopper Sparrow
YOSE-1205,Yosemite National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Lincoln's Sparrow
YOSE-1210,Yosemite National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Green-Tailed Towhee
YOSE-1214,Yosemite National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Brewer's Sparrow
YOSE-1225,Yosemite National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Red Crossbill
YOSE-1233,Yosemite National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Bank Swallow
YOSE-1235,Yosemite National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Tree Swallow
YOSE-1247,Yosemite National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Rare,Vagrant,Species of Concern,False,Loggerhead Shrike
YOSE-1250,Yosemite National Park,Bird,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Sage Thrasher
YOSE-1259,Yosemite National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Yellow-Breasted Chat
YOSE-1282,Yosemite National Park,Bird,Passeriformes,Ptilogonatidae,Phainopepla nitens,Phainopepla,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Phainopepla
YOSE-1301,Yosemite National Park,Bird,Passeriformes,Turdidae,Sialia mexicana,Western Bluebird,Approved,Present,Native,Common,Breeder,Species of Concern,False,Western Bluebird
YOSE-1303,Yosemite National Park,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Common,Breeder,Species of Concern,False,Olive-Sided Flycatcher
YOSE-1308,Yosemite National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Willow Flycatcher
YOSE-1311,Yosemite National Park,Bird,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,Approved,Present,Not Native,Occasional,Vagrant,Species of Concern,False,Vermilion Flycatcher
YOSE-1321,Yosemite National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Uncommon,Vagrant,Species of Concern,False,Great Blue Heron
YOSE-1322,Yosemite National Park,Bird,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,American Bittern
YOSE-1325,Yosemite National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night Heron,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Black-Crowned Night Heron
YOSE-1326,Yosemite National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Rare,Migratory,Species of Concern,False,American White Pelican
YOSE-1327,Yosemite National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus occidentalis,Brown Pelican,Approved,Present,Unknown,Rare,Vagrant,In Recovery,False,Brown Pelican
YOSE-1328,Yosemite National Park,Bird,Pelecaniformes,Threskiornithidae,Plegadis chihi,White-Faced Ibis,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,White-Faced Ibis
